CustomerID,Name,Gender,Age,City,SignupDate,LastPurchaseDate,PurchaseAmount,FeedbackScore,Email,PhoneNumber,Country
CUST1667,Cindy Johnson,m,68.0,Delhi,2024-07-10,2021-05-26,37693.56,2.0,christophernavarro@example.net,1741087513,
CUST1668,Tammy Tran,female,,,2018-05-31,2025-04-27,49591.72,,erin38@example.com,7663222132,australia
CUST1669,Rachael Gould,female,-2,Kolkata,2017-08-07,2022-05-20,2611.28,6.0,lmason@example.com,4656620756,AUSTRALIA
CUST1670,Matthew Combs,,,,2022-10-11,2022-08-10,48450.34,10.0,fieldsdavid@example.org,4017826704,
CUST1671,Gerald Phillips,m,60,chennai,2017-02-08,2021-12-18,,7.0,morandaniel@example.net,2914762395,
CUST1672,Michael Hebert,m,42 years,,2022-06-18,2021-06-23,3829.38,2.0,delgadorachel@example.com,1028799216,InDia
CUST1673,Sarah Gilbert,F,49 years,Delhi,2017-04-02,2024-04-05,43584.7,3.0,kristin64@example.net,4383400724,india
CUST1674,Bradley Acosta Jr.,f,-7,HYDERABAD,2021-04-05,2021-04-20,3184.0,4.0,michaeladkins@example.org,3955078983,canada
CUST1675,Anthony Mcclain,,,chennai,2024-11-12,2024-03-05,8106.83,5.0,drichards@example.com,8964962277,australia
CUST1676,Marcus Moore,M,-7,,2017-11-18,2024-11-07,19543.71,2.0,johnsonveronica@example.org,1833716481,india
CUST1677,Nancy Rodriguez,f,44,BANGALORE,2017-11-25,2023-09-27,19667.92,8.0,zachary48@example.net,3552463140,InDia
CUST1678,George Mullins,M,63,Hyderabad,2018-05-23,2023-05-09,13907.14,2.0,jennifer42@example.com,3719989079,India
,Debra Thomas,,-2,Hyderabad,2021-01-30,2022-11-13,34744.29,5.0,taylormurphy@example.org,4078462255,InDia
CUST1680,Megan Lane,M,-1,Mumbai,2019-07-15,2023-08-21,17025.39,8.0,farmerchristopher@example.org,3038530097,Usa
CUST1681,Leon Perkins,female,26.0,,2024-01-12,2023-09-29,28665.67,2.0,alan30@example.net,6590868647,canada
CUST1682,Dustin Nguyen,M,-5,Chennai,2018-07-30,2022-02-24,16987.19,5.0,tiffany34@example.org,8821745839,india
CUST1683,Barbara Clements,male,69,Hyderabad,2020-01-28,2021-09-25,17944.73,10.0,hunterkenneth@example.org,4120983249,
CUST1684,Margaret Allen,male,,MUMBAI,2022-05-28,2023-06-24,36757.05,1.0,tharris@example.net,3086238082,AUSTRALIA
CUST1685,Renee Davenport,m,,kolkata,2025-10-14,2021-08-16,47422.97,6.0,swansonvictoria@example.com,6582480112,INDIA
CUST1686,Jimmy Bridges,F,50,Mumbai,2017-02-22,,,3.0,matthewtaylor@example.net,6776307172,usa
CUST1687,Stacy Jones,M,,DELHI,2019-01-22,2024-07-11,,1.0,whiteheather@example.com,1044389060,Australia
CUST1688,John Bean,,34 years,,2024-07-07,2025-05-31,21532.4,7.0,urosales@example.org,7459982429,InDia
CUST1689,Sherry Collins,M,25.0,,2018-08-09,2025-01-17,39978.59,8.0,karenwebb@example.com,4476089966,
CUST1690,Timothy Krueger,FEMALE,65,CHENNAI,2018-02-04,2024-07-10,18110.32,4.0,lhampton@example.org,7581155820,canada
,Haley Nash,F,59 years,Bangalore,2021-10-28,2024-05-24,18651.29,7.0,xmendoza@example.org,6491420755,AUSTRALIA
CUST1692,Max Melendez,M,40,Bangalore,2017-03-20,2024-12-12,31272.9,10.0,lynchandrea@example.org,0414500518,INDIA
CUST1693,Gregory Taylor,f,,DELHI,2023-03-30,2021-01-12,17250.73,4.0,awarren@example.org,7931878364,usa
CUST1694,Kelly Crane,M,53 years,CHENNAI,2023-10-09,2025-11-12,27983.04,,simpsonnathan@example.com,7634110013,
CUST1695,Travis Ortiz,m,-3,bangalore,2023-03-21,2025-06-21,13222.27,5.0,tgilmore@example.org,6454226599,australia
CUST1696,Julie Johnston,male,43.0,Bangalore,2018-05-24,2023-05-12,48226.08,6.0,badams@example.org,6466037681,InDia
CUST1697,Veronica Mays,male,65.0,,2020-10-05,2022-11-07,44835.87,9.0,madisonanderson@example.org,5963449053,usa
CUST1698,Manuel Jones,FEMALE,,,2024-12-24,2023-07-16,43721.72,5.0,uhansen@example.com,3909251294,InDia
CUST1699,Amanda Baker,f,52 years,Mumbai,2023-02-02,2022-12-28,22117.47,,katiesherman@example.org,0946542134,
CUST1700,Travis Brewer,,64.0,bangalore,2024-06-01,2021-10-30,10951.41,,delgadonatalie@example.org,4152892141,
CUST1701,Kathleen Chaney,F,-8,bangalore,2020-05-26,2024-08-14,35084.12,6.0,curtis21@example.com,1761499766,
CUST1702,Christina Cochran,,63 years,Delhi,2017-06-10,2025-09-23,11231.26,5.0,anthony70@example.com,3079560553,Usa
CUST1703,Kristin Hammond,F,-5,DELHI,2019-07-07,2021-02-19,48425.89,9.0,alexandria12@example.org,8739481615,InDia
CUST1704,Lisa Walker,f,37.0,mumbai,2015-12-29,2024-04-09,29134.81,8.0,angie95@example.com,0052847281,
CUST1705,Taylor Koch,m,54.0,KOLKATA,2018-04-02,2025-09-12,32562.18,,bryanchase@example.com,1677514428,usa
CUST1706,Elizabeth Allison,female,22,HYDERABAD,2023-09-28,,29592.87,4.0,rachel71@example.org,8523611273,australia
CUST1707,Robert King,FEMALE,,CHENNAI,2019-10-24,2022-10-25,15183.09,2.0,jefferyjohnson@example.net,0981875170,USA
CUST1708,Brittany Murray,M,26 years,kolkata,2017-07-17,2025-01-19,18462.41,9.0,macksarah@example.org,2740431640,USA
CUST1709,Nathaniel Bryant,FEMALE,36,Kolkata,2017-11-19,,45505.96,9.0,jonesdebra@example.org,0275850011,InDia
CUST1710,Roger Garcia,f,36 years,MUMBAI,2021-04-25,2024-08-03,26372.07,2.0,hoffmanjay@example.net,5596583622,australia
CUST1711,Rhonda Curtis,f,32,,2021-10-04,,44149.0,7.0,phillipvasquez@example.com,2035615306,
CUST1712,Christina Dennis,F,,mumbai,2020-12-30,2022-07-22,42821.34,,vmedina@example.org,8857379548,CANADA
CUST1713,Jonathan Mckay,female,-6,,2019-07-13,2023-05-28,44267.01,3.0,dcarr@example.net,2533765481,InDia
CUST1714,Jennifer Luna,female,-7,CHENNAI,2023-07-25,,46021.62,4.0,tbrooks@example.com,9806299206,
CUST1715,Chris Garcia,f,,Mumbai,2019-06-12,2024-11-04,12466.09,3.0,gonzaleschristine@example.com,6505602830,
CUST1716,Stanley Mendoza,m,52,KOLKATA,2024-08-18,2022-09-10,28862.22,5.0,michaelreynolds@example.net,1205799539,Canada
CUST1717,Melissa Lin,m,-10,,2018-06-14,2025-05-13,11257.54,9.0,cisnerosjanet@example.org,9564838624,usa
CUST1718,Shelly Ellis,f,43.0,Delhi,2017-06-25,2023-02-24,35160.8,9.0,juliemartinez@example.com,8769344542,InDia
CUST1719,James Peck,f,45.0,KOLKATA,2024-01-11,,1959.88,5.0,peter34@example.com,4680437571,
CUST1720,Derek Spencer,F,41.0,CHENNAI,2025-08-05,2023-03-14,14807.22,,carsonmichael@example.net,3935511215,
CUST1721,Troy Marsh,FEMALE,41,,2024-12-02,,,10.0,benjamin26@example.net,9458928987,Usa
CUST1722,Robert Lewis,,24.0,HYDERABAD,2025-01-08,2022-06-27,15943.14,8.0,apearson@example.com,4786588878,InDia
CUST1723,Fred Price,f,-2,,2019-06-04,2023-04-03,28240.57,4.0,wardelaine@example.net,0648217583,InDia
CUST1724,Karen Murray,M,,MUMBAI,2021-03-31,2021-04-19,40599.06,10.0,mcoleman@example.org,3434029548,InDia
CUST1725,Cynthia Holden,female,34 years,MUMBAI,2016-04-05,2022-10-31,27979.4,7.0,diane48@example.com,0612299592,
CUST1726,Mark Bender,male,-1,,2025-03-21,,7280.51,5.0,buchananmichelle@example.org,3766190589,australia
CUST1727,Elizabeth Johnson MD,f,-7,HYDERABAD,2023-11-16,2022-12-15,26176.37,3.0,eleonard@example.org,3429241781,InDia
CUST1728,Justin Diaz,F,-10,,2024-01-01,2022-11-05,23687.18,3.0,valentinewhitney@example.net,8762785342,usa
CUST1729,Thomas Eaton,F,,hyderabad,2022-10-23,,28884.22,,iadkins@example.com,3135515923,canada
CUST1730,Kathy Lewis,male,56 years,CHENNAI,2018-01-18,2025-03-15,18061.66,4.0,carrgeorge@example.com,1780167304,
CUST1731,Courtney Clark,female,-1,delhi,2021-04-26,,16659.56,9.0,kyle09@example.net,0629716478,CANADA
CUST1732,Anthony Miller,M,,DELHI,2020-05-27,2025-07-14,13565.97,4.0,robertgomez@example.com,5136251452,InDia
CUST1733,Sabrina Nielsen,FEMALE,57,chennai,2021-08-16,2024-01-03,29450.68,7.0,danielpreston@example.com,2689080975,Australia
CUST1734,Sierra Phillips,female,44,bangalore,2019-08-08,2024-07-15,37447.45,9.0,snoble@example.com,6779594239,CANADA
CUST1735,Valerie Roberts,F,38.0,Delhi,2022-05-22,2021-07-20,19743.77,5.0,bonillaronald@example.net,7747862170,usa
CUST1736,Michelle Hoffman,M,-4,,2020-07-30,2025-10-07,8088.69,2.0,mccalljoyce@example.com,0861392924,InDia
CUST1737,Adam Collins,m,44 years,,2023-04-28,2025-01-28,23482.48,2.0,michael77@example.net,3021299063,
CUST1738,Alyssa Taylor,female,68 years,Kolkata,2020-01-30,,,8.0,laurenharrison@example.org,3008913371,InDia
CUST1739,Curtis Graham,M,44,hyderabad,2024-01-09,2023-07-23,28144.88,9.0,sandra22@example.org,0964569040,InDia
CUST1740,David Wilson,,-7,bangalore,2024-11-03,2024-06-14,7375.63,8.0,yochoa@example.net,7006770982,UK
CUST1741,Dr. Julie Paul MD,m,42.0,Mumbai,2018-09-05,,39954.28,3.0,timothyperry@example.com,9593447645,INDIA
CUST1742,David Mora,,29,Kolkata,2016-07-07,2022-03-07,14485.06,1.0,wrightmelissa@example.net,6493600804,USA
CUST1743,Jonathan Lewis,male,36,kolkata,2024-08-18,2024-04-25,3501.3,1.0,zwalsh@example.org,4550515848,USA
CUST1744,James Berry,F,27.0,,2019-10-07,2024-09-30,28515.8,4.0,zachary92@example.org,7369044070,UK
CUST1745,Charles Reynolds,m,41 years,BANGALORE,2024-05-27,2023-09-29,37864.93,3.0,kellymason@example.org,0874556130,InDia
CUST1746,Tracy Wright,m,,,2021-05-21,2022-01-22,5706.95,8.0,danny45@example.com,3931139951,USA
CUST1747,Alexis Roberson,FEMALE,26,Mumbai,2025-06-15,2022-04-15,49489.93,,brownjeanne@example.com,0535623572,InDia
,Anthony Perkins,m,-4,BANGALORE,2017-05-04,2022-10-08,36515.05,8.0,zhall@example.org,9419926209,australia
CUST1749,Jennifer Martinez,m,28 years,Mumbai,2016-07-01,2024-08-15,34024.69,9.0,robertdougherty@example.org,2562034502,
CUST1750,James Clark,female,44 years,KOLKATA,2022-10-15,2021-11-04,23404.9,3.0,hodgesierra@example.org,9889059860,InDia
CUST1751,David Cooper,M,69,MUMBAI,2023-06-12,2022-02-04,18718.7,8.0,alechall@example.org,3713151734,InDia
CUST1752,Curtis Mcdaniel,f,54,delhi,2023-04-18,2022-09-14,29941.34,9.0,qnewman@example.org,1467039059,Uk
CUST1753,Danielle Garcia,female,-7,,2016-02-04,2025-05-21,9088.37,10.0,dmueller@example.net,7129527674,uk
,Craig Carrillo,FEMALE,60 years,hyderabad,2023-01-14,2023-04-13,24213.51,3.0,gmcdonald@example.com,7407747557,
CUST1755,Danielle Phillips,,,MUMBAI,2020-05-10,2025-03-28,41393.78,4.0,brownkimberly@example.com,3870750629,usa
CUST1756,Jennifer Smith,female,42.0,,2023-05-19,,,7.0,bauerjody@example.net,4549778453,InDia
CUST1757,Darlene Johnson,male,22.0,,2016-12-04,2025-10-02,,6.0,watkinsapril@example.org,3400936050,InDia
CUST1758,Glenda Miles,m,60 years,,2018-05-28,2021-04-28,16496.7,3.0,samantha67@example.net,8138786915,
CUST1759,Lisa Smith,m,66,bangalore,2023-10-30,2021-05-06,5496.85,,sheriwilson@example.net,8232515250,Canada
CUST1760,Darlene Olson,male,70.0,CHENNAI,2019-12-09,2025-04-10,16482.19,2.0,qdavidson@example.org,9345630024,Canada
CUST1761,Thomas Lawson,f,,,2017-05-20,2021-07-12,26023.86,5.0,nancy60@example.net,2903626900,Usa
CUST1762,Christina Butler,f,38.0,mumbai,2017-11-01,2024-05-11,41705.16,8.0,kingmelinda@example.com,2383129045,InDia
CUST1763,Stephanie Jenkins,female,63 years,delhi,2022-04-17,2023-07-31,40232.06,9.0,phanson@example.net,8557945681,India
CUST1764,Lorraine Pena,FEMALE,,BANGALORE,2021-07-09,2025-06-14,44673.67,3.0,sfleming@example.com,0112090103,
CUST1765,Joshua Williams,m,,Hyderabad,2016-04-27,,44652.62,5.0,melanie01@example.net,0500525262,
CUST1766,Catherine Grant,f,35.0,DELHI,2018-07-29,2021-12-01,11923.46,7.0,prichards@example.net,8752799694,
CUST1767,Mr. Matthew Parsons,m,70,BANGALORE,2021-12-15,2024-07-29,21460.45,9.0,ortegakristie@example.net,3986640136,InDia
,Brittany Hatfield,,-1,HYDERABAD,2018-02-14,2023-02-27,14055.91,3.0,jennifer34@example.net,8444830868,InDia
CUST1769,Walter Rice,M,-4,Delhi,2016-07-25,2023-09-11,16529.01,7.0,dennismichelle@example.net,8557477773,
CUST1770,Dean Schneider,M,,Chennai,2020-08-03,2021-06-15,11217.12,6.0,tramsey@example.net,9885241510,uk
CUST1771,Connie Collins,,52.0,bangalore,2018-05-21,2021-01-05,23655.14,7.0,wpennington@example.net,1583931757,Uk
CUST1772,Matthew Smith,f,52 years,HYDERABAD,2018-11-03,,47338.11,5.0,johnhernandez@example.org,3086779409,INDIA
CUST1773,Justin Brady,f,-10,DELHI,2023-02-21,2022-12-20,24289.36,8.0,ryanestrada@example.net,2159414503,CANADA
CUST1774,Eric Graves,,-8,Delhi,2021-01-07,2025-02-01,20205.28,2.0,kelly58@example.org,3781031177,Usa
CUST1775,Diana Christensen,female,42,bangalore,2016-10-19,2021-08-19,23873.92,5.0,fowlerglen@example.net,0201848101,
CUST1776,Nicholas Davis,M,18 years,,2016-03-28,2025-09-12,17733.67,8.0,zwilliams@example.net,7689639978,UK
CUST1777,Steven Johnson,male,,,2021-02-07,,10460.42,,jared31@example.net,7089916271,uk
CUST1778,Taylor Myers,F,43.0,hyderabad,2016-06-30,2024-03-28,41295.17,7.0,benjamin89@example.net,1746401688,
CUST1779,Scott Henry,f,57,HYDERABAD,2019-11-19,2021-01-09,49925.15,7.0,cody04@example.org,4302437799,Usa
CUST1780,Matthew Jackson,M,30,Delhi,2016-12-18,2025-01-03,31946.17,7.0,melodysanchez@example.net,6328955942,
CUST1781,Ashley Kim,f,,hyderabad,2025-08-09,2023-01-03,3890.6,6.0,xmcfarland@example.org,6480961640,InDia
CUST1782,Claire Jones,f,63,mumbai,2021-01-27,2022-05-25,21875.24,10.0,ojuarez@example.org,9281978060,Australia
CUST1783,Daniel Thomas,F,-5,,2018-03-27,2022-02-13,12726.35,9.0,susanjohnston@example.com,6350061436,india
CUST1784,William Clark,m,-6,delhi,2020-02-21,2025-08-10,21188.82,8.0,cardenasclayton@example.org,8380971090,usa
CUST1785,Aaron Perez,,49 years,HYDERABAD,2019-04-07,2021-08-05,3464.92,10.0,williamsangela@example.net,6842984955,Canada
CUST1786,Gerald Anderson,F,,bangalore,2025-04-11,2024-05-07,38552.57,4.0,robertkelly@example.net,7749807797,Uk
,Christina Hardy,f,66,,2016-05-09,2023-12-31,6318.33,2.0,theresaaustin@example.net,8162999457,india
CUST1788,Virginia Moore,m,69.0,,2016-08-06,2025-07-07,42404.21,8.0,amandascott@example.net,1951808356,
,Phyllis Smith,,,chennai,2016-07-26,2024-10-20,2570.15,4.0,reynoldstammy@example.net,8415529507,
CUST1790,Rachel Knapp,FEMALE,39,CHENNAI,2025-09-09,2025-04-06,,7.0,sara12@example.com,6610234738,InDia
CUST1791,Caroline Curry,M,66 years,,2018-12-02,2024-01-27,28015.19,3.0,zachary62@example.net,9055348371,india
CUST1792,Jeffrey Johnson,f,30 years,Bangalore,2021-11-06,2023-03-25,11878.08,7.0,tshort@example.org,9984595327,uk
CUST1793,Sylvia Richardson,male,21,mumbai,2022-01-31,,4209.09,,shannonalvarez@example.com,1346416342,Australia
CUST1794,Jennifer Hunt,male,25,Hyderabad,2021-10-27,2022-01-03,23460.39,2.0,tyler09@example.com,2195028275,Uk
CUST1795,Anthony Gibson,female,-5,,2024-03-08,2021-02-03,13302.0,8.0,anthony61@example.com,2385906375,usa
CUST1796,Anthony Nguyen,M,,MUMBAI,2019-11-05,2023-11-10,17050.53,,traceygriffin@example.org,8039610129,CANADA
CUST1797,Gary Buchanan,FEMALE,54 years,DELHI,2018-08-07,2021-08-01,26045.69,4.0,taylornicholas@example.org,8876294380,INDIA
CUST1798,Donna Campbell,female,-10,Bangalore,2025-05-06,2024-02-26,40607.46,2.0,serranomolly@example.net,6795085707,AUSTRALIA
CUST1799,Brandon Pineda,,,DELHI,2021-01-06,2024-11-08,39180.68,3.0,cjohnson@example.com,3847708331,
CUST1800,Mary Hubbard,male,22,Hyderabad,2020-03-11,2021-02-19,47355.42,1.0,campbellhannah@example.org,7912272754,Usa
CUST1801,John Scott,male,,Mumbai,2017-07-07,2023-12-09,39102.76,10.0,amandaschmidt@example.net,0137880859,Australia
CUST1802,Paul Pierce,f,62.0,,2022-02-02,,38396.64,5.0,lwebb@example.org,2973407285,India
CUST1803,James Smith MD,male,-5,,2015-12-21,2023-12-29,40296.5,1.0,slarson@example.net,7784813338,Australia
CUST1804,Nicholas Hawkins,female,28.0,Mumbai,2018-09-26,2023-01-03,19783.85,8.0,allison25@example.net,0898284522,
CUST1805,Christopher Johnson,F,-6,CHENNAI,2018-07-05,,22078.14,2.0,rogersbrian@example.org,2676362936,uk
CUST1806,Stephanie Calhoun,,-4,mumbai,2016-11-09,2023-03-11,45870.7,7.0,collinsdan@example.net,5361647806,CANADA
CUST1807,Stacy Morales,F,65.0,hyderabad,2023-10-06,2023-11-04,45276.39,4.0,margaretromero@example.net,2506718352,UK
CUST1808,Jesse Jackson,FEMALE,-4,chennai,2021-11-29,2022-06-12,38986.58,7.0,prattsharon@example.org,6386481941,
CUST1809,Wayne Underwood,male,-7,BANGALORE,2024-07-01,2020-12-17,19424.02,2.0,justin57@example.net,1433252081,InDia
CUST1810,Daniel Stanton,male,70,bangalore,2019-07-05,2025-09-07,39593.7,4.0,traceypalmer@example.net,2204856630,canada
CUST1811,Eric Hernandez,M,20 years,CHENNAI,2022-10-01,2024-01-19,41149.17,1.0,christopher73@example.org,8083305285,usa
CUST1812,Russell Hatfield,M,56 years,BANGALORE,2022-08-08,2025-07-03,17763.19,8.0,erussell@example.org,6800761891,CANADA
CUST1813,John Lucas,F,26,bangalore,2024-03-03,2022-02-17,46060.04,1.0,thomas10@example.com,7696272716,canada
CUST1814,Sarah Gray,M,-6,,2021-05-29,2022-10-02,43182.05,5.0,butlerjohn@example.com,4599880152,India
CUST1815,Travis Griffin,FEMALE,,bangalore,2020-01-12,2025-11-06,17529.31,10.0,erik09@example.org,9827601069,India
CUST1816,Karen Carlson,female,44,CHENNAI,2021-10-04,2022-06-23,38543.94,1.0,umurray@example.org,4162557363,InDia
CUST1817,Carolyn Guzman,female,,,2021-06-07,,25076.38,,joseph25@example.com,6504391737,InDia
CUST1818,Sheila Smith,f,-9,kolkata,2020-12-02,2021-08-27,13468.91,2.0,twilson@example.net,0407609383,UK
CUST1819,Maria Rodgers MD,male,60 years,Hyderabad,2021-12-19,2024-05-10,17071.85,5.0,danielhenderson@example.com,3058274182,UK
CUST1820,Shannon Alvarado,m,27,DELHI,2022-04-14,2025-10-09,23621.54,4.0,megan96@example.net,2410954336,Australia
CUST1821,Douglas Yoder,,50 years,Delhi,2021-03-05,,28102.5,1.0,sarah18@example.org,4034839837,INDIA
CUST1822,Katherine Davis,M,61,CHENNAI,2025-02-09,2022-05-25,28912.86,9.0,ystewart@example.net,7653453676,AUSTRALIA
CUST1823,Joshua Soto,female,,,2018-09-14,2024-07-01,9924.04,4.0,simpsonnatalie@example.net,9656124147,uk
CUST1824,Patricia Rodriguez,,66,Bangalore,2025-06-26,2024-12-15,17168.05,3.0,uwalsh@example.org,9931656720,India
CUST1825,Crystal Richardson,f,42 years,mumbai,2016-07-09,2021-06-25,24440.77,9.0,diazmartin@example.org,6221240504,usa
CUST1826,Brittany Wilson,f,59,Hyderabad,2022-03-04,2021-11-02,40673.59,3.0,lewisalyssa@example.net,5988444522,India
CUST1827,Catherine Garcia,female,20 years,MUMBAI,2018-08-23,2022-12-31,30011.73,6.0,robert02@example.org,4616660611,InDia
,Leonard Taylor,f,20,delhi,2023-08-23,2022-03-07,2794.42,5.0,lpowell@example.com,6874862566,
CUST1829,James Curtis,FEMALE,47 years,mumbai,2019-12-18,2021-03-05,15489.4,4.0,jessicacarroll@example.org,6433730023,CANADA
CUST1830,Jennifer Rojas,f,29.0,,2016-10-10,2025-07-01,27014.68,3.0,rollinstonya@example.com,2119908355,
CUST1831,John Sullivan,M,,KOLKATA,2023-02-27,2021-04-01,41869.77,6.0,alexmiller@example.org,1923109495,
CUST1832,Jason Taylor DVM,M,-8,,2019-01-26,2024-08-15,7296.34,8.0,christineluna@example.org,3206671878,
CUST1833,Jennifer Harris,male,25 years,,2022-01-28,2022-02-13,8808.5,7.0,erin08@example.org,2821146541,AUSTRALIA
CUST1834,Gary Middleton,F,56 years,,2021-11-14,2025-08-22,,1.0,mcdonaldnicole@example.net,1981742418,InDia
CUST1835,Anna Green,FEMALE,21,kolkata,2016-01-14,2025-03-05,35698.33,7.0,julie97@example.org,3816444452,AUSTRALIA
CUST1836,David Pittman,M,,,2023-09-12,2024-01-05,5518.58,2.0,hannah51@example.net,2967031384,InDia
CUST1837,Adam Pham,male,69 years,Kolkata,2016-09-30,2023-04-07,37829.05,9.0,hsmith@example.net,4140950266,
,Andrew Cruz,male,,delhi,2023-11-21,2023-08-26,11793.23,,april44@example.com,9986934405,INDIA
CUST1839,Tina Vaughan,m,-9,kolkata,2025-10-19,2022-01-05,,6.0,rpalmer@example.com,0279917806,
CUST1840,Kristen Brooks,FEMALE,22 years,,2023-09-16,2024-01-18,49217.46,3.0,andrew62@example.com,0842469587,india
CUST1841,Helen Silva,male,,,2016-11-04,2022-02-23,7640.24,10.0,robertleblanc@example.net,0667933579,
CUST1842,Richard Schmidt,F,48 years,,2019-12-22,2022-07-02,14001.1,2.0,carlasanders@example.net,8783111514,USA
CUST1843,Brooke Gordon,M,,MUMBAI,2018-01-09,2021-08-13,0.01,1.0,zhenry@example.org,7968421717,INDIA
CUST1844,Bailey Burton,M,-9,CHENNAI,2023-02-06,2024-02-19,36017.2,10.0,nwhite@example.com,1251468022,usa
CUST1845,Pamela Conway,FEMALE,39.0,bangalore,2019-12-01,2022-01-25,12170.19,2.0,sheila10@example.com,1864999593,Canada
CUST1846,Roy Berger,f,-6,Delhi,2019-09-12,2023-11-01,47345.76,10.0,michaelpacheco@example.net,8491939720,india
CUST1847,Jonathan Foster,f,19.0,bangalore,2019-02-28,2024-02-13,24489.75,,cynthia84@example.org,2962884006,
CUST1848,Sandra Edwards,F,32 years,KOLKATA,2016-04-24,2022-08-04,8756.38,5.0,amanda48@example.net,4958899405,
CUST1849,Elizabeth Davis,male,,,2025-02-01,2023-01-22,33059.33,5.0,erowe@example.org,9159343385,Australia
CUST1850,Rose Edwards,F,,kolkata,2023-03-19,,45726.02,5.0,calebjohnston@example.net,7433686902,InDia
CUST1851,Michele Steele,,-4,delhi,2018-06-15,2024-09-30,26791.46,1.0,smithkyle@example.net,2961024913,Uk
CUST1852,Monica Ross,male,56,kolkata,2025-08-02,2025-02-11,37522.54,2.0,nclayton@example.net,0826964298,INDIA
CUST1853,Crystal Gardner,M,34.0,mumbai,2024-09-02,2023-06-16,19985.02,4.0,nicholsontiffany@example.net,5569237883,
CUST1854,Megan Mitchell,female,,bangalore,2023-11-02,,0.01,2.0,nrowe@example.net,3788266958,Canada
CUST1855,Terry Taylor,female,-4,,2021-09-10,2021-06-22,43037.65,3.0,jessica77@example.net,1367903324,
CUST1856,Charles Perez,female,57.0,HYDERABAD,2022-01-30,2024-04-30,39839.09,5.0,ashley94@example.org,4963881128,india
CUST1857,Rachel Miranda,FEMALE,37,chennai,2022-12-14,2025-08-21,31967.0,9.0,michaelfarmer@example.com,0251345332,canada
CUST1858,Sarah Waters,,34.0,HYDERABAD,2016-06-14,2024-08-08,9727.65,7.0,monroecatherine@example.org,0084290110,InDia
CUST1859,Amanda Stein,male,-10,DELHI,2021-09-05,2022-01-17,34982.82,8.0,wattsrobert@example.com,2374450137,Canada
CUST1860,Debra Powell,m,,HYDERABAD,2018-12-10,2024-05-16,48330.99,6.0,jamesfigueroa@example.org,7996894872,
CUST1861,Terrence Lewis,F,53,hyderabad,2022-02-25,2021-11-25,49623.69,4.0,kathy45@example.net,8440454711,InDia
CUST1862,Shawn Graham,male,46.0,bangalore,2019-11-10,2022-04-08,1962.83,8.0,scottrodriguez@example.org,4809169850,Australia
,Sandra Murphy,FEMALE,-1,,2016-03-23,2024-08-21,,10.0,johnsonbrady@example.com,5968720737,
CUST1864,Philip Jackson,M,59,Delhi,2018-09-29,2025-05-28,,4.0,cindycharles@example.org,1138814725,Canada
CUST1865,Carrie Boyd,FEMALE,,mumbai,2019-07-25,2023-10-17,4679.25,3.0,wallaceangela@example.net,2598233856,
CUST1866,Cheyenne Vega,M,,,2016-12-07,2024-08-03,30482.19,1.0,katherinewilkins@example.com,5334268366,
CUST1867,Richard Garcia,male,-1,,2018-10-24,2021-02-22,23338.49,7.0,kaylafranklin@example.net,9992821329,australia
CUST1868,Denise Young,F,-10,MUMBAI,2022-02-13,2025-04-20,29628.91,1.0,rebeccarodriguez@example.org,1336761802,InDia
CUST1869,Rebecca Ruiz,FEMALE,-8,,2017-02-21,2021-02-25,8717.85,7.0,erika27@example.com,8022239499,Uk
CUST1870,Carolyn Bullock,female,62 years,delhi,2021-04-06,2024-08-23,40438.46,10.0,ptran@example.org,9725965675,
CUST1871,Amanda Copeland,F,-10,,2021-08-30,2022-03-09,10712.08,4.0,wendy81@example.org,9211801093,InDia
CUST1872,Brian Wood,male,,KOLKATA,2022-06-04,2024-05-29,32922.17,3.0,leachjonathan@example.com,8085151692,USA
CUST1873,Catherine Ware,f,34 years,mumbai,2019-07-07,2025-11-22,5668.06,9.0,ahampton@example.net,9190389770,india
,Cassandra Flores,M,34.0,Kolkata,2018-12-12,2024-11-28,16541.27,4.0,camposjessica@example.org,1483023118,USA
CUST1875,Gloria Smith,male,-3,,2019-05-30,2022-12-01,24748.77,9.0,margaret18@example.org,3215215518,australia
CUST1876,Teresa Bradley,FEMALE,,HYDERABAD,2017-05-19,2024-09-25,19081.45,10.0,nancybeck@example.com,6991278561,INDIA
CUST1877,Meghan Anderson,M,63.0,Mumbai,2017-01-23,2021-03-27,36004.5,8.0,jacobyoung@example.org,5105494456,InDia
CUST1878,Emily Johnson,F,-7,,2020-12-16,2025-03-13,,3.0,joneskelly@example.org,9677135028,
CUST1879,Pamela Trujillo,male,24.0,HYDERABAD,2016-01-01,2023-01-31,47918.37,4.0,tony95@example.com,3179110530,Canada
CUST1880,Mr. Jeffery Booker,male,21 years,BANGALORE,2017-06-03,2024-05-09,24000.82,10.0,anthonyestrada@example.com,7218478705,Australia
CUST1881,Gregory Nguyen,m,19.0,Kolkata,2023-06-09,2023-12-27,11951.51,1.0,amberlee@example.net,6482785619,
CUST1882,John Rodriguez,m,20,Chennai,2016-11-15,2021-05-22,2189.03,,bradfordjesse@example.net,2147128521,InDia
CUST1883,Jason Green,m,-4,,2018-09-24,2021-05-29,4786.55,5.0,justinescobar@example.com,9061024076,InDia
CUST1884,Carl Copeland,m,,,2016-02-29,,,,jonescameron@example.org,3810972430,
